gene,observed_count,null_total_count,null_mean_count_per_perm
HPRT1,0,9,0.018
HSD17B8,0,100,0.2
HSBP1,0,21,0.042
HSCB,0,63,0.126
HSD11B1,0,122,0.244
HSD11B1L,0,70,0.14
HSD11B2,0,96,0.192
HSD17B1,0,76,0.152
HSD17B10,0,33,0.066
HSD17B12,0,17,0.034
HSD17B14,0,109,0.218
HSD17B2,0,98,0.196
HSD17B3,0,90,0.18
HSD17B4,0,23,0.046
HSD17B6,0,35,0.07
HSD17B7P2,0,46,0.092
HSD3B1,0,26,0.052
HPS1,0,83,0.166
HSD3B2,0,63,0.126
HSD3B7,0,35,0.07
HSD3BP1,0,104,0.208
HSDL1,0,38,0.076
HSDL2,0,50,0.1
HSF1,0,103,0.206
HSF2,0,29,0.058
HSF2BP,0,106,0.212
HSF4,0,60,0.12
HSF5,0,112,0.224
HSFY1,0,157,0.314
HSH2D,0,61,0.122
HSP90AA1,0,27,0.054
HSP90AB1,0,49,0.098
HS6ST3,0,68,0.136
HS6ST2,0,124,0.248
HS6ST1,0,119,0.238
HS3ST6,0,85,0.17
HPS3,0,12,0.024
HPS4,0,62,0.124
HPS5,0,13,0.026
HPS6,0,147,0.294
HPSE,0,128,0.256
HPSE2,0,13,0.026
HPX,0,64,0.128
HR,0,21,0.042
HRAS,0,130,0.26
HRASLS,0,92,0.184
HRASLS2,0,166,0.332
HRASLS5,0,92,0.184
HRC,0,102,0.204
HRCT1,0,85,0.17
HRG,0,77,0.154
HRH1,0,63,0.126
HRH2,0,97,0.194
HRH3,0,113,0.226
HRH4,0,182,0.364
HRK,0,48,0.096
HRSP12,0,99,0.198
HS1BP3,0,115,0.23
HS2ST1,0,4,0.008
HS3ST1,0,138,0.276
HS3ST2,0,60,0.12
HS3ST3A1,0,141,0.282
HS3ST3B1,0,67,0.134
HS3ST4,0,65,0.13
HS3ST5,0,26,0.052
IFNA5,0,117,0.234
IFNAR1,0,7,0.014
IRAK1,0,127,0.254
ING1,0,77,0.154
IMP4,0,36,0.072
IMPA1,0,13,0.026
IMPA2,0,105,0.21
IMPACT,0,39,0.078
IMPAD1,0,29,0.058
IMPDH1,0,90,0.18
IMPDH2,0,78,0.156
IMPG1,0,114,0.228
IMPG2,0,174,0.348
INA,0,146,0.292
INADL,0,69,0.138
INCENP,0,180,0.36
INE1,0,94,0.188
INF2,0,88,0.176
ING2,0,92,0.184
IMMT,0,9,0.018
ING3,0,25,0.05
ING4,0,12,0.024
ING5,0,103,0.206
INGX,0,82,0.164
INHA,0,95,0.19
INHBA,0,35,0.07
INHBB,0,54,0.108
INHBC,0,50,0.1
INHBE,0,77,0.154
INIP,0,46,0.092
INMT,0,103,0.206
INO80,0,4,0.008
INO80B,0,66,0.132
INO80C,0,34,0.068
IMP3,0,60,0.12
IMMP2L,0,49,0.098
INO80E,0,99,0.198
IL5,0,165,0.33
IL3,0,73,0.146
IL31RA,0,78,0.156
IL32,0,72,0.144
IL33,0,105,0.21
IL34,0,15,0.03
IL36A,0,95,0.19
IL36B,0,46,0.092
IL36G,0,73,0.146
IL36RN,0,23,0.046
IL37,0,34,0.068
IL3RA,0,146,0.292
IL4,0,99,0.198
IL4I1,0,127,0.254
IL4R,0,120,0.24
IL5RA,0,160,0.32
IMMP1L,0,39,0.078
IL6,0,138,0.276
IL6R,0,48,0.096
IL6ST,0,22,0.044
IL7,0,63,0.126
IL7R,0,136,0.272
IL9,0,43,0.086
IL9R,0,31,0.062
ILDR1,0,38,0.076
ILDR2,0,17,0.034
ILF2,0,65,0.13
ILF3,0,13,0.026
ILK,0,57,0.114
ILKAP,0,10,0.02
ILVBL,0,61,0.122
INO80D,0,28,0.056
INPP1,0,48,0.096
IFNAR2,0,26,0.052
IQCB1,0,20,0.04
IP6K2,0,24,0.048
IP6K3,0,73,0.146
IPCEF1,0,67,0.134
IPMK,0,45,0.09
IPO11,0,13,0.026
IPO13,0,59,0.118
IPO4,0,32,0.064
IPO5,0,8,0.016
IPO7,0,9,0.018
IPO8,0,1,0.002
IPO9,0,42,0.084
IPP,0,10,0.02
IPPK,0,73,0.146
IQCA1,0,109,0.218
IQCC,0,59,0.118
INVS,0,25,0.05
IQCD,0,36,0.072
IQCE,0,35,0.07
IQCF1,0,146,0.292
IQCF2,0,156,0.312
IQCG,0,129,0.258
IQCH,0,43,0.086
IQCK,0,84,0.168
IQGAP1,0,56,0.112
IQGAP2,0,30,0.06
IQGAP3,0,94,0.188
IQSEC1,0,42,0.084
IQSEC2,0,17,0.034
IQSEC3,0,24,0.048
IQUB,0,237,0.474
IP6K1,0,31,0.062
INTU,0,88,0.176
INPP4A,0,7,0.014
INSL5,0,99,0.198
INPP4B,0,37,0.074
INPP5A,0,110,0.22
INPP5B,0,72,0.144
INPP5D,0,58,0.116
INPP5E,0,76,0.152
INPP5F,0,43,0.086
INPP5J,0,22,0.044
INPP5K,0,69,0.138
INPPL1,0,49,0.098
INS,0,46,0.092
INSC,0,109,0.218
INSIG1,0,31,0.062
INSL3,0,39,0.078
INSL4,0,40,0.08
INSL6,0,57,0.114
INTS9,0,22,0.044
INSM1,0,159,0.318
INSM2,0,79,0.158
INSR,0,112,0.224
INSRR,0,43,0.086
INTS1,0,175,0.35
INTS10,0,5,0.01
INTS12,0,21,0.042
INTS2,0,30,0.06
INTS3,0,48,0.096
INTS4,0,58,0.116
INTS5,0,70,0.14
INTS6,0,57,0.114
INTS7,0,10,0.02
INTS8,0,10,0.02
IL2RG,0,65,0.13
IL2RB,0,126,0.252
IL2RA,0,111,0.222
IGKC,0,219,0.438
IGFBP1,0,68,0.136
IGFBP2,0,53,0.106
IGFBP3,0,68,0.136
IGFBP4,0,33,0.066
IGFBP5,0,68,0.136
IGFBP6,0,59,0.118
IGFBP7,0,153,0.306
IGFBPL1,0,68,0.136
IGFL1,0,39,0.078
IGFL2,0,72,0.144
IGFLR1,0,140,0.28
IGFN1,0,41,0.082
IGHMBP2,0,138,0.276
IGJ,0,166,0.332
IGLL1,0,83,0.166
IGF2BP3,0,105,0.21
IGLL3P,0,103,0.206
IGLON5,0,68,0.136
IGSF1,0,48,0.096
IGSF10,0,105,0.21
IGSF11,0,46,0.092
IGSF21,0,30,0.06
IGSF22,0,79,0.158
IGSF3,0,21,0.042
IGSF5,0,15,0.03
IGSF6,0,88,0.176
IGSF8,0,41,0.082
IGSF9,0,58,0.116
IGSF9B,0,74,0.148
IHH,0,81,0.162
IGFALS,0,58,0.116
IGF2BP2,0,115,0.23
IL27RA,0,64,0.128
IFT20,0,33,0.066
IFNB1,0,83,0.166
IFNE,0,123,0.246
IFNG,0,116,0.232
IFNGR1,0,30,0.06
IFNGR2,0,141,0.282
IFNK,0,56,0.112
IFNL1,0,57,0.114
IFNL2,0,82,0.164
IFNLR1,0,49,0.098
IFNW1,0,75,0.15
IFRD2,0,113,0.226
IFT122,0,82,0.164
IFT140,0,51,0.102
IFT172,0,158,0.316
IFT22,0,161,0.322
IGF2BP1,0,7,0.014
IFT27,0,77,0.154
IFT43,0,133,0.266
IFT46,0,101,0.202
IFT52,0,70,0.14
IFT57,0,16,0.032
IFT74,0,23,0.046
IFT80,0,14,0.028
IFT81,0,136,0.272
IFT88,0,49,0.098
IGBP1,0,20,0.04
IGDCC3,0,47,0.094
IGDCC4,0,45,0.09
IGF1,0,45,0.09
IGF1R,0,51,0.102
IK,0,76,0.152
IKBIP,0,88,0.176
IKBKAP,0,54,0.108
IL1RN,0,122,0.244
IL18BP,0,59,0.118
IL18R1,0,47,0.094
IL18RAP,0,79,0.158
IL19,0,84,0.168
IL1A,0,77,0.154
IL1B,0,70,0.14
IL1F10,0,59,0.118
IL1R1,0,67,0.134
IL1R2,0,105,0.21
IL1RAP,0,30,0.06
IL1RAPL1,0,73,0.146
IL1RAPL2,0,87,0.174
IL1RL1,0,133,0.266
IL1RL2,0,73,0.146
IL2,0,131,0.262
IKBKB,0,21,0.042
IL20,0,95,0.19
IL20RA,0,44,0.088
IL20RB,0,82,0.164
IL21,0,90,0.18
IL21R,0,38,0.076
IL22,0,44,0.088
IL22RA1,0,52,0.104
IL22RA2,0,92,0.184
IL23A,0,90,0.18
IL23R,0,212,0.424
IL24,0,166,0.332
IL25,0,57,0.114
IL26,0,137,0.274
IL27,0,29,0.058
IL18,0,60,0.12
IL17RE,0,144,0.288
IL17RD,0,123,0.246
IL17RC,0,22,0.044
IKBKE,0,47,0.094
IKBKG,0,95,0.19
IKZF1,0,42,0.084
IKZF2,0,16,0.032
IKZF3,0,25,0.05
IKZF4,0,81,0.162
IKZF5,0,45,0.09
IL10,0,70,0.14
IL10RA,0,37,0.074
IL10RB,0,57,0.114
IL11,0,17,0.034
IL11RA,0,53,0.106
IL12A,0,137,0.274
IL12B,0,73,0.146
IL12RB1,0,64,0.128
IL12RB2,0,168,0.336
IL13,0,138,0.276
IL13RA1,0,71,0.142
IL13RA2,0,97,0.194
IL15,0,165,0.33
IL15RA,0,129,0.258
IL16,0,49,0.098
IL17A,0,15,0.03
IL17B,0,64,0.128
IL17C,0,10,0.02
IL17D,0,62,0.124
IL17F,0,46,0.092
IL17RA,0,58,0.116
IL17RB,0,73,0.146
KLK14,0,60,0.12
KLK15,0,21,0.042
KLK2,0,15,0.03
LRRC3B,0,106,0.212
LRRC28,0,48,0.096
LRRC29,0,64,0.128
LRRC3,0,101,0.202
LRRC31,0,113,0.226
LRRC32,0,45,0.09
LRRC34,0,172,0.344
LRRC36,0,37,0.074
LRRC37A16P,0,162,0.324
LRRC37A2,0,101,0.202
LRRC37A4P,0,167,0.334
LRRC37A5P,0,38,0.076
LRRC37BP1,0,71,0.142
LRRC38,0,122,0.244
LRRC39,0,81,0.162
LRRC4,0,96,0.192
LRRC25,0,58,0.116
LRRC40,0,36,0.072
LRRC41,0,77,0.154
LRRC42,0,97,0.194
LRRC43,0,61,0.122
LRRC45,0,107,0.214
LRRC46,0,72,0.144
LRRC47,0,88,0.176
LRRC48,0,110,0.22
LRRC49,0,35,0.07
LRRC4B,0,102,0.204
LRRC4C,0,70,0.14
LRRC52,0,57,0.114
LRRC55,0,96,0.192
LRRC56,0,170,0.34
LRRC27,0,25,0.05
LRRC23,0,90,0.18
LRRC58,0,22,0.044
LRP5,0,70,0.14
LRIG1,0,101,0.202
LRIG2,0,15,0.03
LRIG3,0,92,0.184
LRIT1,0,86,0.172
LRMP,0,19,0.038
LRP1,0,124,0.248
LRP10,0,65,0.13
LRP11,0,54,0.108
LRP12,0,111,0.222
LRP1B,0,75,0.15
LRP2,0,40,0.08
LRP2BP,0,125,0.25
LRP3,0,43,0.086
LRP4,0,63,0.126
LRP5L,0,50,0.1
LRRC20,0,79,0.158
LRP6,0,60,0.12
LRP8,0,66,0.132
LRPAP1,0,84,0.168
LRPPRC,0,20,0.04
LRR1,0,75,0.15
LRRC1,0,115,0.23
LRRC14,0,128,0.256
LRRC15,0,122,0.244
LRRC16A,0,77,0.154
LRRC16B,0,7,0.014
LRRC17,0,96,0.192
LRRC18,0,127,0.254
LRRC19,0,122,0.244
LRRC2,0,62,0.124
LRRC57,0,32,0.064
LRRC59,0,110,0.22
LTF,0,199,0.398
LSM8,0,16,0.032
LSAMP,0,92,0.184
LSG1,0,41,0.082
LSM1,0,32,0.064
LSM10,0,42,0.084
LSM11,0,97,0.194
LSM12,0,63,0.126
LSM14A,0,20,0.04
LSM14B,0,116,0.232
LSM2,0,35,0.07
LSM3,0,55,0.11
LSM4,0,74,0.148
LSM5,0,29,0.058
LSM6,0,32,0.064
LSM7,0,52,0.104
LSMEM1,0,109,0.218
LRTOMT,0,103,0.206
LSMEM2,0,74,0.148
LSP1,0,54,0.108
LSR,0,162,0.324
LSS,0,75,0.15
LST1,0,100,0.2
LTA,0,132,0.264
LTB,0,57,0.114
LTB4R,0,130,0.26
LTB4R2,0,51,0.102
LTBP1,0,161,0.322
LTBP2,0,18,0.036
LTBP3,0,107,0.214
LTBP4,0,70,0.14
LTBR,0,151,0.302
LRWD1,0,88,0.176
LRTM2,0,131,0.262
LRRC6,0,110,0.22
LRRD1,0,120,0.24
LRRC61,0,66,0.132
LRRC63,0,66,0.132
LRRC66,0,58,0.116
LRRC7,0,112,0.224
LRRC71,0,135,0.27
LRRC73,0,115,0.23
LRRC74,0,62,0.124
LRRC75A,0,106,0.212
LRRC75B,0,54,0.108
LRRC8A,0,132,0.264
LRRC8B,0,52,0.104
LRRC8D,0,18,0.036
LRRC8E,0,93,0.186
LRRCC1,0,139,0.278
LRRFIP1,0,75,0.15
LRTM1,0,30,0.06
LRRFIP2,0,28,0.056
LRRIQ1,0,99,0.198
LRRIQ3,0,173,0.346
LRRK1,0,44,0.088
LRRK2,0,43,0.086
LRRN1,0,142,0.284
LRRN2,0,54,0.108
LRRN3,0,77,0.154
LRRN4,0,33,0.066
LRRN4CL,0,27,0.054
LRRTM1,0,48,0.096
LRRTM2,0,152,0.304
LRRTM4,0,121,0.242
LRSAM1,0,81,0.162
LRIF1,0,22,0.044
LRGUK,0,52,0.104
LRG1,0,128,0.256
LOC441242,0,93,0.186
LOC400590,0,83,0.166
LOC400692,0,165,0.33
LOC400891,0,111,0.222
LOC400940,0,82,0.164
LOC401052,0,176,0.352
LOC401320,0,72,0.144
LOC403323,0,128,0.256
LOC439951,0,122,0.244
LOC440173,0,46,0.092
LOC440570,0,87,0.174
LOC440934,0,71,0.142
LOC441081,0,159,0.318
LOC441178,0,79,0.158
LOC441179,0,138,0.276
LOC441601,0,110,0.22
LOC389834,0,188,0.376
LOC51145,0,47,0.094
LOC541472,0,99,0.198
LOC54944,0,130,0.26
LOC554174,0,132,0.264
LOC554206,0,98,0.196
LOC554207,0,100,0.2
LOC57399,0,106,0.212
LOC641515,0,55,0.11
LOC642757,0,148,0.296
LOC642776,0,170,0.34
LOC644172,0,140,0.28
LOC645166,0,88,0.176
LOC645188,0,93,0.186
LOC645261,0,69,0.138
LOC389895,0,153,0.306
LOC389199,0,81,0.162
LRFN5,0,25,0.05
LOC154872,0,63,0.126
LOC101928787,0,87,0.174
LOC101928921,0,36,0.072
LOC101929762,0,179,0.358
LOC101930026,0,28,0.056
LOC101930405,0,145,0.29
LOC102724229,0,101,0.202
LOC113230,0,185,0.37
LOC146880,0,69,0.138
LOC148696,0,92,0.184
LOC151121,0,61,0.122
LOC151174,0,71,0.142
LOC151760,0,59,0.118
LOC152586,0,66,0.132
LOC153684,0,57,0.114
LOC158960,0,5,0.01
LOC388882,0,96,0.192
LOC202181,0,72,0.144
LOC220077,0,81,0.162
LOC254028,0,82,0.164
LOC254896,0,92,0.184
LOC280665,0,150,0.3
LOC283693,0,43,0.086
LOC284023,0,132,0.264
LOC284379,0,51,0.102
LOC284788,0,134,0.268
LOC284837,0,77,0.154
LOC285074,0,98,0.196
LOC339803,0,121,0.242
LOC344887,0,267,0.534
LOC375196,0,118,0.236
LOC646214,0,38,0.076
LOC646903,0,71,0.142
LOC648987,0,117,0.234
LPP,0,76,0.152
LPAR5,0,36,0.072
LPAR6,0,55,0.11
LPCAT1,0,77,0.154
LPCAT2,0,55,0.11
LPCAT3,0,53,0.106
LPCAT4,0,47,0.094
LPGAT1,0,18,0.036
LPHN1,0,53,0.106
LPHN3,0,25,0.05
LPIN1,0,89,0.178
LPIN2,0,72,0.144
LPIN3,0,35,0.07
LPL,0,81,0.162
LPO,0,30,0.06
LPPR1,0,64,0.128
LOC652276,0,97,0.194
LPPR2,0,90,0.18
LPPR3,0,126,0.252
LPPR4,0,123,0.246
LPPR5,0,50,0.1
LPXN,0,35,0.07
LRBA,0,14,0.028
LRCH1,0,14,0.028
LRCH2,0,140,0.28
LRCH3,0,24,0.048
LRCH4,0,58,0.116
LRFN1,0,98,0.196
LRFN2,0,114,0.228
LRFN3,0,126,0.252
LRFN4,0,126,0.252
LPAR4,0,72,0.144
LPAR3,0,143,0.286
LPAR2,0,67,0.134
LPAR1,0,183,0.366
LOC653486,0,86,0.172
LOC654342,0,118,0.236
LOC654780,0,148,0.296
LOC692247,0,30,0.06
LOC728024,0,94,0.188
LOC728175,0,63,0.126
LOC728613,0,100,0.2
LOC728819,0,86,0.172
LOC729173,0,43,0.086
LOC731157,0,105,0.21
LOC79999,0,36,0.072
LOC80154,0,17,0.034
LOC81691,0,149,0.298
LOC93432,0,169,0.338
LOC93463,0,115,0.23
LOH12CR1,0,85,0.17
LONP1,0,68,0.136
LONRF1,0,32,0.064
LONRF2,0,39,0.078
LONRF3,0,133,0.266
LOR,0,42,0.084
LOX,0,65,0.13
LOXHD1,0,94,0.188
LOXL1,0,117,0.234
LOXL2,0,49,0.098
LOXL3,0,130,0.26
LOXL4,0,36,0.072
LPA,0,110,0.22
LPAL2,0,168,0.336
LTC4S,0,117,0.234
LTK,0,66,0.132
KLK3,0,16,0.032
MAP6D1,0,66,0.132
MAP3K4,0,17,0.034
MAP3K5,0,18,0.036
MAP3K6,0,31,0.062
MAP3K7,0,33,0.066
MAP3K7CL,0,95,0.19
MAP3K8,0,20,0.04
MAP3K9,0,53,0.106
MAP4,0,75,0.15
MAP4K1,0,88,0.176
MAP4K2,0,136,0.272
MAP4K3,0,9,0.018
MAP4K4,0,23,0.046
MAP4K5,0,51,0.102
MAP6,0,59,0.118
MAP7,0,136,0.272
MAP3K2,0,27,0.054
MAP7D1,0,70,0.14
MAP7D2,0,102,0.204
MAP7D3,0,41,0.082
MAP9,0,79,0.158
MAPK1,0,21,0.042
MAPK10,0,143,0.286
MAPK11,0,29,0.058
MAPK12,0,69,0.138
MAPK13,0,73,0.146
A1CF,0,42,0.084
MAPK15,0,15,0.03
MAPK1IP1L,0,45,0.09
MAPK3,0,89,0.178
MAPK4,0,101,0.202
MAP3K3,0,49,0.098
MAP3K19,0,67,0.134
MAPK7,0,115,0.23
MAP1LC3B2,0,108,0.216
MAN2C1,0,86,0.172
MANBA,0,30,0.06
MANBAL,0,103,0.206
MANEA,0,60,0.12
MANEAL,0,38,0.076
MANF,0,82,0.164
MANSC1,0,81,0.162
MAOA,0,124,0.248
MAOB,0,56,0.112
MAP10,0,133,0.266
MAP1A,0,56,0.112
MAP1B,0,46,0.092
MAP1LC3A,0,19,0.038
MAP1LC3B,0,75,0.15
MAP1LC3C,0,99,0.198
MAP3K15,0,75,0.15
MAP1S,0,103,0.206
MAP2,0,74,0.148
MAP2K1,0,38,0.076
MAP2K2,0,105,0.21
MAP2K4,0,25,0.05
MAP2K5,0,17,0.034
MAP2K6,0,58,0.116
MAP2K7,0,98,0.196
MAP3K1,0,32,0.064
MAP3K10,0,90,0.18
MAP3K11,0,47,0.094
MAP3K12,0,123,0.246
MAP3K13,0,68,0.136
MAP3K14,0,70,0.14
MAPK6,0,12,0.024
MAPK8,0,7,0.014
LTN1,0,11,0.022
MAT2B,0,16,0.032
MARVELD1,0,63,0.126
MARVELD2,0,79,0.158
MARVELD3,0,60,0.12
MAS1,0,204,0.408
MAS1L,0,40,0.08
MASP1,0,64,0.128
MASP2,0,99,0.198
MAST1,0,69,0.138
MAST2,0,69,0.138
MAST3,0,38,0.076
MAST4,0,118,0.236
MASTL,0,85,0.17
MAT1A,0,26,0.052
MAT2A,0,48,0.096
MATK,0,112,0.224
MARS,0,46,0.092
MATN1,0,19,0.038
MATN3,0,123,0.246
MATN4,0,69,0.138
MATR3,0,7,0.014
MAU2,0,26,0.052
MAVS,0,56,0.112
MAX,0,30,0.06
MAZ,0,142,0.284
MB,0,27,0.054
MB21D1,0,60,0.12
MB21D2,0,82,0.164
MBD1,0,27,0.054
MBD2,0,21,0.042
MBD3,0,182,0.364
MARS2,0,105,0.21
MARK4,0,103,0.206
MAPK8IP1,0,100,0.2
MARCH1,0,55,0.11
MAPK8IP2,0,70,0.14
MAPK8IP3,0,76,0.152
MAPK9,0,21,0.042
MAPKAP1,0,2,0.004
MAPKAPK2,0,30,0.06
MAPKAPK3,0,55,0.11
MAPKAPK5,0,16,0.032
MAPKBP1,0,52,0.104
MAPRE1,0,17,0.034
MAPRE2,0,42,0.084
MAPRE3,0,80,0.16
MAPT,0,43,0.086
MARC1,0,74,0.148
MARC2,0,71,0.142
MARCH10,0,49,0.098
MARK3,0,43,0.086
MARCH11,0,119,0.238
MARCH2,0,111,0.222
MARCH3,0,117,0.234
MARCH4,0,74,0.148
MARCH5,0,8,0.016
MARCH6,0,32,0.064
MARCH7,0,49,0.098
MARCH8,0,122,0.244
MARCH9,0,88,0.176
MARCKS,0,93,0.186
MARCKSL1,0,102,0.204
MARCO,0,137,0.274
MARK1,0,77,0.154
MARK2,0,31,0.062
MAN2B2,0,49,0.098
MAN2B1,0,65,0.13
MAN2A2,0,72,0.144
LYZ,0,122,0.244
LYPLA2,0,156,0.312
LYPLAL1,0,8,0.016
LYRM1,0,28,0.056
LYRM2,0,54,0.108
LYRM4,0,57,0.114
LYRM5,0,12,0.024
LYRM7,0,9,0.018
LYRM9,0,114,0.228
LYSMD1,0,80,0.16
LYSMD2,0,67,0.134
LYSMD3,0,38,0.076
LYSMD4,0,132,0.264
LYST,0,28,0.056
LYVE1,0,116,0.232
LYZL1,0,86,0.172
LYPD6B,0,56,0.112
LYZL4,0,76,0.152
LYZL6,0,32,0.064
LZIC,0,20,0.04
LZTFL1,0,51,0.102
LZTR1,0,136,0.272
LZTS1,0,114,0.228
LZTS2,0,27,0.054
LZTS3,0,36,0.072
M1AP,0,36,0.072
M6PR,0,21,0.042
MAATS1,0,54,0.108
MAB21L1,0,123,0.246
MAB21L2,0,99,0.198
MAB21L3,0,89,0.178
LYPLA1,0,48,0.096
LYPD6,0,25,0.05
MAN2A1,0,12,0.024
LY6G6D,0,34,0.068
LTV1,0,15,0.03
LUC7L,0,30,0.06
LUM,0,73,0.146
LURAP1,0,24,0.048
LURAP1L,0,81,0.162
LUZP1,0,54,0.108
LUZP2,0,153,0.306
LUZP4,0,60,0.12
LUZP6,0,22,0.044
LXN,0,53,0.106
LY6D,0,68,0.136
LY6E,0,120,0.24
LY6G5C,0,74,0.148
LY6G6C,0,49,0.098
LY6G6E,0,61,0.122
LYPD5,0,25,0.05
LY6H,0,61,0.122
LY6K,0,93,0.186
LY86,0,91,0.182
LY9,0,43,0.086
LY96,0,56,0.112
LYAR,0,24,0.048
LYG1,0,84,0.168
LYG2,0,148,0.296
LYL1,0,112,0.224
LYN,0,24,0.048
LYNX1,0,19,0.038
LYPD1,0,163,0.326
LYPD3,0,98,0.196
LYPD4,0,28,0.056
MACC1,0,170,0.34
MACF1,0,24,0.048
MACROD1,0,77,0.154
MAL,0,168,0.336
MAGEE1,0,118,0.236
MAGEE2,0,28,0.056
MAGEF1,0,133,0.266
MAGEH1,0,78,0.156
MAGEL2,0,126,0.252
MAGI1,0,71,0.142
MAGI2,0,31,0.062
MAGI3,0,81,0.162
MAGIX,0,31,0.062
MAGOH,0,27,0.054
MAGOHB,0,12,0.024
MAGT1,0,15,0.03
MAK,0,95,0.19
MAK16,0,8,0.016
MAL2,0,75,0.15
MACROD2,0,142,0.284
MALL,0,60,0.12
MALSU1,0,30,0.06
MALT1,0,5,0.01
MAMDC2,0,100,0.2
MAMDC4,0,107,0.214
MAML1,0,92,0.184
MAML2,0,57,0.114
MAML3,0,90,0.18
MAMLD1,0,25,0.05
MAMSTR,0,25,0.05
MAN1A1,0,89,0.178
MAN1A2,0,35,0.07
MAN1B1,0,107,0.214
MAN1C1,0,84,0.168
MAGED4,0,53,0.106
MAGED2,0,35,0.07
MAGED1,0,83,0.166
MAGEC3,0,46,0.092
MAD1L1,0,87,0.174
MAD2L1,0,73,0.146
MAD2L1BP,0,87,0.174
MAD2L2,0,108,0.216
MADCAM1,0,11,0.022
MADD,0,74,0.148
MAEL,0,80,0.16
MAF,0,87,0.174
MAF1,0,153,0.306
MAFB,0,117,0.234
MAFF,0,71,0.142
MAFG,0,45,0.09
MAFK,0,91,0.182
MAG,0,67,0.134
MAGEA1,0,46,0.092
MAGEA10,0,98,0.196
MAGEA11,0,130,0.26
MAGEA12,0,33,0.066
MAGEA2,0,32,0.064
MAGEA3,0,86,0.172
MAGEA4,0,69,0.138
MAGEA8,0,13,0.026
MAGEB1,0,59,0.118
MAGEB18,0,199,0.398
MAGEB2,0,94,0.188
MAGEB3,0,22,0.044
MAGEB6,0,78,0.156
MAGEC1,0,170,0.34
MAGEC2,0,38,0.076
LOC101928751,0,55,0.11
LOC101928697,0,93,0.186
LOC101928612,0,66,0.132
LCN10,0,57,0.114
LBP,0,45,0.09
LBX1,0,50,0.1
LCA5,0,147,0.294
LCA5L,0,89,0.178
LCAT,0,65,0.13
LCE1B,0,58,0.116
LCE1E,0,40,0.08
LCE2B,0,104,0.208
LCE3D,0,38,0.076
LCK,0,63,0.126
LCLAT1,0,83,0.166
LCMT1,0,22,0.044
LCMT2,0,28,0.056
LCN1,0,103,0.206
LCN12,0,47,0.094
LAYN,0,51,0.102
LCN15,0,94,0.188
LCN2,0,104,0.208
LCN6,0,24,0.048
LCN8,0,26,0.052
LCNL1,0,89,0.178
LCOR,0,6,0.012
LCORL,0,13,0.026
LCP1,0,41,0.082
LCP2,0,41,0.082
LCT,0,43,0.086
LCTL,0,99,0.198
LDB1,0,35,0.07
LDB2,0,87,0.174
LDB3,0,50,0.1
LBH,0,76,0.152
LAX1,0,37,0.074
LDHAL6A,0,159,0.318
LAPTM4B,0,147,0.294
LAMP1,0,70,0.14
LAMP2,0,36,0.072
LAMP3,0,84,0.168
LAMP5,0,121,0.242
LAMTOR1,0,95,0.19
LAMTOR2,0,88,0.176
LAMTOR3,0,8,0.016
LAMTOR4,0,116,0.232
LAMTOR5,0,52,0.104
LANCL1,0,15,0.03
LANCL2,0,72,0.144
LANCL3,0,103,0.206
LAP3,0,91,0.182
LAPTM4A,0,80,0.16
LAPTM5,0,51,0.102
LATS2,0,99,0.198
LARGE,0,171,0.342
LARP1,0,32,0.064
LARP1B,0,70,0.14
LARP4,0,7,0.014
LARP4B,0,16,0.032
LARP6,0,105,0.21
LARP7,0,35,0.07
LARS,0,23,0.046
LARS2,0,28,0.056
LAS1L,0,53,0.106
LASP1,0,25,0.05
LAT,0,76,0.152
LAT2,0,143,0.286
LATS1,0,34,0.068
LDHA,0,90,0.18
LDHAL6B,0,139,0.278
LOC101927770,0,104,0.208
LGI3,0,159,0.318
LFNG,0,82,0.164
LGALS1,0,67,0.134
LGALS12,0,145,0.29
LGALS13,0,124,0.248
LGALS14,0,69,0.138
LGALS2,0,118,0.236
LGALS3,0,157,0.314
LGALS3BP,0,124,0.248
LGALS4,0,65,0.13
LGALS8,0,29,0.058
LGALS9,0,102,0.204
LGALSL,0,96,0.192
LGI1,0,71,0.142
LGI2,0,60,0.12
LGI4,0,89,0.178
LETM2,0,98,0.196
LGMN,0,109,0.218
LGR4,0,150,0.3
LGR5,0,64,0.128
LGR6,0,107,0.214
LGSN,0,154,0.308
LHCGR,0,112,0.224
LHFP,0,30,0.06
LHFPL1,0,47,0.094
LHFPL2,0,83,0.166
LHFPL3,0,85,0.17
LHFPL4,0,24,0.048
LHFPL5,0,47,0.094
LHPP,0,109,0.218
LHX1,0,87,0.174
LETMD1,0,15,0.03
LETM1,0,179,0.358
LDHAL6CP,0,179,0.358
LEKR1,0,137,0.274
LDHB,0,99,0.198
LDHC,0,133,0.266
LDHD,0,129,0.258
LDLR,0,106,0.212
LDLRAD3,0,83,0.166
LDLRAD4,0,117,0.234
LDLRAP1,0,66,0.132
LDOC1,0,134,0.268
LDOC1L,0,48,0.096
LEAP2,0,84,0.168
LECT1,0,106,0.212
LECT2,0,36,0.072
LEF1,0,70,0.14
LEFTY1,0,63,0.126
LELP1,0,39,0.078
LEPROTL1,0,24,0.048
LEMD1,0,31,0.062
LEMD2,0,65,0.13
LEMD3,0,8,0.016
LENEP,0,34,0.068
LENG1,0,115,0.23
